Virus,Continent,Country,State,Status,First Recorded In,Latitude,Longitude
Nepovirus arabis  (ARMV00),Europe,Serbia,,"Present, no details",Not available,44.0243229,21.0765743
Nepovirus arabis  (ARMV00),Europe,Slovakia,,"Absent, unreliable record",Not available,48.7411522,19.4528646
Nepovirus arabis  (ARMV00),Europe,Slovenia,,"Present, widespread",Not available,46.1199444,14.8153333
Nepovirus arabis  (ARMV00),Europe,Spain,,"Present, few occurrences",2007,39.3260685,-4.8379791
Nepovirus arabis  (ARMV00),Europe,Sweden,,"Present, few occurrences",Not available,59.6749712,14.5208584
Nepovirus arabis  (ARMV00),Europe,Switzerland,,"Present, restricted distribution",Not available,46.7985624,8.2319736
Nepovirus arabis  (ARMV00),Europe,Türkiye,,"Present, restricted distribution",1991,39.294076,35.2316631
Nepovirus arabis  (ARMV00),Europe,Ukraine,,"Present, no details",Not available,49.4871968,31.2718321
Nepovirus arabis  (ARMV00),Europe,United Kingdom,,"Present, few occurrences",Not available,54.7023545,-3.2765753
Nepovirus arabis  (ARMV00),Europe,United Kingdom,England,"Present, few occurrences",Not available,52.5310214,-1.2649062
Nepovirus arabis  (ARMV00),Europe,United Kingdom,Northern Ireland,"Present, few occurrences",Not available,54.5859836,-6.9591554
Nepovirus arabis  (ARMV00),Europe,United Kingdom,Scotland,"Present, few occurrences",Not available,56.7861112,-4.1140518
Nepovirus arabis  (ARMV00),Oceania,Australia,,"Present, restricted distribution",Not available,-24.7761086,134.755
Nepovirus arabis  (ARMV00),Oceania,Australia,Tasmania,"Absent, pest eradicated",Not available,-42.035067,146.6366887
Nepovirus arabis  (ARMV00),Oceania,Australia,Victoria,"Present, no details",Not available,-36.5986096,144.6780052
Nepovirus arabis  (ARMV00),Oceania,New Zealand,,"Present, restricted distribution",Not available,-41.5000831,172.8344077
Nepovirus avii  (CLRV00),Africa,Egypt,,"Present, no details",Not available,26.2540493,29.2675469
Nepovirus avii  (CLRV00),America,Canada,,"Present, few occurrences",Not available,61.0666922,-107.991707
Nepovirus avii  (CLRV00),America,Canada,British Columbia,"Present, few occurrences",Not available,55.001251,-125.002441
Nepovirus avii  (CLRV00),America,Canada,Ontario,"Present, few occurrences",2025,50.000678,-86.000977
Nepovirus avii  (CLRV00),America,Chile,,"Present, restricted distribution",Not available,-31.7613365,-71.3187697
Nepovirus avii  (CLRV00),America,United States of America,,"Present, no details",Not available,39.7837304,-100.445882
Nepovirus avii  (CLRV00),America,United States of America,Arkansas,"Present, no details",Not available,35.2048883,-92.4479108
Nepovirus avii  (CLRV00),America,United States of America,California,"Present, no details",Not available,36.7014631,-118.755997
Nepovirus avii  (CLRV00),America,United States of America,Iowa,"Present, no details",Not available,41.9216734,-93.3122705
Nepovirus avii  (CLRV00),America,United States of America,Maryland,"Present, no details",Not available,39.5162401,-76.9382069
Nepovirus avii  (CLRV00),America,United States of America,Minnesota,"Present, no details",Not available,45.9896587,-94.6113288
Nepovirus avii  (CLRV00),America,United States of America,Nebraska,"Present, no details",Not available,41.7370229,-99.5873816
Nepovirus avii  (CLRV00),America,United States of America,Ohio,"Present, no details",Not available,40.2253569,-82.6881395
Nepovirus avii  (CLRV00),America,United States of America,Oregon,"Present, no details",Not available,43.9792797,-120.737257
Nepovirus avii  (CLRV00),America,United States of America,Pennsylvania,"Present, no details",Not available,40.9699889,-77.7278831
Nepovirus avii  (CLRV00),America,United States of America,South Carolina,"Present, no details",Not available,33.6874388,-80.4363743
Nepovirus avii  (CLRV00),America,United States of America,Washington,"Present, no details",Not available,38.8950368,-77.0365427
Nepovirus avii  (CLRV00),America,United States of America,Wisconsin,"Present, no details",Not available,44.4308975,-89.6884637
Nepovirus avii  (CLRV00),Asia,China,,"Present, no details",Not available,35.000074,104.999927
Nepovirus avii  (CLRV00),Asia,Syrian Arab Republic,,"Present, no details",2005,34.6401861,39.0494106
Nepovirus avii  (CLRV00),Europe,Albania,,"Present, no details",Not available,41.000028,19.9999619
Nepovirus avii  (CLRV00),Europe,Austria,,"Present, few occurrences",Not available,47.59397,14.12456
Nepovirus avii  (CLRV00),Europe,Belgium,,"Present, no details",Not available,50.6402809,4.6667145
Nepovirus avii  (CLRV00),Europe,Bulgaria,,"Present, no details",1990,42.6073975,25.4856617
Nepovirus avii  (CLRV00),Europe,Croatia,,"Present, no details",Not available,45.3658443,15.6575209
Nepovirus avii  (CLRV00),Europe,Czechia,,"Present, widespread",Not available,49.7439047,15.3381061
Nepovirus avii  (CLRV00),Europe,Finland,,"Present, widespread",Not available,63.2467777,25.9209164
Nepovirus avii  (CLRV00),Europe,France,,"Present, no details",Not available,46.603354,1.8883335
Nepovirus avii  (CLRV00),Europe,France,Corse,"Present, no details",Not available,42.188098,9.0683139
Nepovirus avii  (CLRV00),Europe,Germany,,"Present, no details",Not available,51.1638175,10.4478313
Nepovirus avii  (CLRV00),Europe,Greece,,"Present, restricted distribution",2006,38.9953683,21.9877132
Nepovirus avii  (CLRV00),Europe,Greece,Kriti,"Present, no details",Not available,35.5307519,23.8089529
Nepovirus avii  (CLRV00),Europe,Hungary,,"Present, no details",Not available,47.1817585,19.5060937
Nepovirus avii  (CLRV00),Europe,Italy,,"Present, no details",Not available,42.6384261,12.674297
Nepovirus avii  (CLRV00),Europe,Netherlands,,"Present, no details",Not available,52.2434979,5.6343227
Nepovirus avii  (CLRV00),Europe,Norway,,"Present, no details",Not available,61.1529386,8.7876653
Nepovirus avii  (CLRV00),Europe,Poland,,"Present, few occurrences",Not available,52.215933,19.134422
Nepovirus avii  (CLRV00),Europe,Portugal,,"Present, no details",Not available,39.6621648,-8.1353519
Nepovirus avii  (CLRV00),Europe,Romania,,"Present, no details",Not available,45.9852129,24.6859225
Nepovirus avii  (CLRV00),Europe,Russian Federation,,"Present, widespread",Not available,64.6863136,97.7453061
Nepovirus avii  (CLRV00),Europe,Serbia,,"Present, no details",Not available,44.0243229,21.0765743
Nepovirus avii  (CLRV00),Europe,Slovakia,,"Present, few occurrences",Not available,48.7411522,19.4528646
Nepovirus avii  (CLRV00),Europe,Slovenia,,"Absent, confirmed by survey",Not available,46.1199444,14.8153333
Nepovirus avii  (CLRV00),Europe,Spain,,"Present, restricted distribution",Not available,39.3260685,-4.8379791
Nepovirus avii  (CLRV00),Europe,Switzerland,,"Present, no details",Not available,46.7985624,8.2319736
Nepovirus avii  (CLRV00),Europe,Türkiye,,"Present, no details",Not available,39.294076,35.2316631
Nepovirus avii  (CLRV00),Europe,Ukraine,,"Present, no details",Not available,49.4871968,31.2718321
Nepovirus avii  (CLRV00),Europe,United Kingdom,,"Absent, pest no longer present",Not available,54.7023545,-3.2765753
Nepovirus avii  (CLRV00),Europe,United Kingdom,England,"Absent, pest no longer present",Not available,52.5310214,-1.2649062
Nepovirus avii  (CLRV00),Europe,United Kingdom,Scotland,"Absent, pest no longer present",Not available,56.7861112,-4.1140518
Nepovirus avii  (CLRV00),Oceania,Australia,,"Present, no details",Not available,-24.7761086,134.755
Nepovirus avii  (CLRV00),Oceania,New Zealand,,"Present, few occurrences",Not available,-41.5000831,172.8344077
Nepovirus myrtilli  (BLMOV0),America,Canada,,"Present, restricted distribution",Not available,61.0666922,-107.991707
Nepovirus myrtilli  (BLMOV0),America,Canada,New Brunswick,"Present, no details",Not available,46.500283,-66.750183
Nepovirus myrtilli  (BLMOV0),America,United States of America,,"Present, restricted distribution",1977,39.7837304,-100.445882
Nepovirus myrtilli  (BLMOV0),America,United States of America,Connecticut,"Present, no details",Not available,41.6500201,-72.7342163
Nepovirus myrtilli  (BLMOV0),America,United States of America,Michigan,"Present, no details",Not available,43.6211955,-84.6824346
Nepovirus myrtilli  (BLMOV0),America,United States of America,New Jersey,"Present, no details",Not available,40.0757384,-74.4041622
Nepovirus myrtilli  (BLMOV0),America,United States of America,New York,"Present, no details",Not available,40.7127281,-74.0060152
Nepovirus myrtilli  (BLMOV0),America,United States of America,Pennsylvania,"Present, no details",Not available,40.9699889,-77.7278831
Nepovirus myrtilli  (BLMOV0),America,United States of America,Wisconsin,"Present, no details",Not available,44.4308975,-89.6884637
Nepovirus myrtilli  (BLMOV0),Asia,"Korea, Republic of",,"Present, no details",Not available,1.3056478,103.9042986
Nepovirus myrtilli  (BLMOV0),Europe,Bulgaria,,"Absent, invalid record",Not available,42.6073975,25.4856617
Nepovirus myrtilli  (BLMOV0),Europe,France,,Transient,2025,46.603354,1.8883335
Nepovirus myrtilli  (BLMOV0),Europe,Hungary,,"Absent, invalid record",Not available,47.1817585,19.5060937
Nepovirus myrtilli  (BLMOV0),Europe,Netherlands,,"Absent, no pest record",Not available,52.2434979,5.6343227
Nepovirus myrtilli  (BLMOV0),Europe,Portugal,,"Absent, invalid record",Not available,39.6621648,-8.1353519
Nepovirus myrtilli  (BLMOV0),Europe,Slovenia,,"Absent, no pest record",Not available,46.1199444,14.8153333
Nepovirus myrtilli  (BLMOV0),Europe,Türkiye,,"Present, no details",Not available,39.294076,35.2316631
Cucumovirus CMV  (CMV000),Africa,Algeria,,"Present, no details",Not available,28.0000272,2.9999825
Cucumovirus CMV  (CMV000),Africa,Benin,,"Present, no details",Not available,9.5293472,2.2584408
Cucumovirus CMV  (CMV000),Africa,Cameroon,,"Present, no details",Not available,4.6125522,13.1535811
Cucumovirus CMV  (CMV000),Africa,Cote d'Ivoire,,"Present, no details",Not available,7.9897371,-5.5679458
Cucumovirus CMV  (CMV000),Africa,Egypt,,"Present, no details",Not available,26.2540493,29.2675469
Cucumovirus CMV  (CMV000),Africa,Ethiopia,,"Present, few occurrences",Not available,10.2116702,38.6521203
Cucumovirus CMV  (CMV000),Africa,Ghana,,"Present, no details",Not available,8.0300284,-1.0800271
Cucumovirus CMV  (CMV000),Africa,Kenya,,"Present, no details",Not available,1.4419683,38.4313975
Cucumovirus CMV  (CMV000),Africa,Madagascar,,"Present, no details",Not available,-18.9249604,46.4416422
Cucumovirus CMV  (CMV000),Africa,Mauritius,,"Present, no details",Not available,-20.2759451,57.5703566
Cucumovirus CMV  (CMV000),Africa,Morocco,,"Present, no details",Not available,28.3347722,-10.3713379
Cucumovirus CMV  (CMV000),Africa,Nigeria,,"Present, no details",Not available,9.6000359,7.9999721
Cucumovirus CMV  (CMV000),Africa,Reunion,,"Present, no details",Not available,-21.1307379,55.5364801
Cucumovirus CMV  (CMV000),Africa,Rwanda,,"Present, no details",Not available,-2.0002051,30.0003963
Cucumovirus CMV  (CMV000),Africa,Sierra Leone,,"Present, widespread",Not available,8.6400349,-11.8400269
Cucumovirus CMV  (CMV000),Africa,South Africa,,"Present, widespread",Not available,-28.8166236,24.991639
Cucumovirus CMV  (CMV000),Africa,Sudan,,"Present, no details",Not available,14.5844444,29.4917691
Cucumovirus CMV  (CMV000),Africa,"Tanzania, United Republic of",,"Present, widespread",Not available,-6.5247123,35.7878438
Cucumovirus CMV  (CMV000),Africa,Togo,,"Present, no details",Not available,8.7800265,1.0199765
Cucumovirus CMV  (CMV000),Africa,Tunisia,,"Present, no details",Not available,33.8439408,9.400138
Cucumovirus CMV  (CMV000),Africa,Uganda,,"Present, no details",Not available,1.5333554,32.2166578
Cucumovirus CMV  (CMV000),Africa,Zambia,,"Present, widespread",Not available,-14.5189121,27.5589884
Cucumovirus CMV  (CMV000),Africa,Zimbabwe,,"Present, widespread",Not available,-18.4554963,29.7468414
Cucumovirus CMV  (CMV000),America,Antigua and Barbuda,,"Present, no details",Not available,17.2234721,-61.9554608
Cucumovirus CMV  (CMV000),America,Argentina,,"Present, no details",Not available,-34.9964963,-64.9672817
Cucumovirus CMV  (CMV000),America,Barbados,,"Present, no details",Not available,13.1500331,-59.5250305
Cucumovirus CMV  (CMV000),America,Bermuda,,"Present, no details",Not available,32.3040273,-64.7563086
Cucumovirus CMV  (CMV000),America,Brazil,,"Present, no details",Not available,-10.3333333,-53.2
Cucumovirus CMV  (CMV000),America,Brazil,Ceara,"Present, no details",Not available,-5.3264703,-39.7156073
Cucumovirus CMV  (CMV000),America,Brazil,Espirito Santo,"Present, no details",Not available,-19.5687682,-40.1721991
Cucumovirus CMV  (CMV000),America,Brazil,Goias,"Present, no details",Not available,-15.9323662,-50.1392928
Cucumovirus CMV  (CMV000),America,Brazil,Maranhao,"Present, no details",Not available,-5.2085503,-45.3930262
Cucumovirus CMV  (CMV000),America,Brazil,Minas Gerais,"Present, no details",Not available,-18.5264844,-44.1588654
Cucumovirus CMV  (CMV000),America,Brazil,Para,"Present, no details",Not available,-4.7493933,-52.8973006
Cucumovirus CMV  (CMV000),America,Brazil,Parana,"Present, no details",Not available,-24.4842187,-51.8148872
Cucumovirus CMV  (CMV000),America,Brazil,Piaui,"Present, no details",Not available,-7.6992782,-42.5043787
Cucumovirus CMV  (CMV000),America,Brazil,Sao Paulo,"Present, no details",Not available,-23.5506507,-46.6333824
Cucumovirus CMV  (CMV000),America,Canada,,"Present, restricted distribution",Not available,61.0666922,-107.991707
Cucumovirus CMV  (CMV000),America,Canada,British Columbia,"Present, no details",Not available,55.001251,-125.002441
Cucumovirus CMV  (CMV000),America,Canada,Ontario,"Present, no details",Not available,50.000678,-86.000977
Cucumovirus CMV  (CMV000),America,Canada,Québec,"Present, no details",Not available,52.4760892,-71.8258668
Cucumovirus CMV  (CMV000),America,Chile,,"Present, no details",Not available,-31.7613365,-71.3187697
Cucumovirus CMV  (CMV000),America,Colombia,,"Present, no details",Not available,4.099917,-72.9088133
Cucumovirus CMV  (CMV000),America,Costa Rica,,"Present, no details",Not available,10.2735633,-84.0739102
Cucumovirus CMV  (CMV000),America,Cuba,,"Present, no details",Not available,23.0131338,-80.8328748
Cucumovirus CMV  (CMV000),America,Dominica,,"Present, no details",Not available,15.4238539,-61.3416513
Cucumovirus CMV  (CMV000),America,Dominican Republic,,"Present, no details",Not available,19.0974031,-70.3028026
Cucumovirus CMV  (CMV000),America,Ecuador,,"Present, no details",Not available,-1.3397668,-79.3666965
Cucumovirus CMV  (CMV000),America,El Salvador,,"Present, no details",Not available,13.8000382,-88.9140683
Cucumovirus CMV  (CMV000),America,French Guiana,,"Present, no details",Not available,4.0039882,-52.999998
Cucumovirus CMV  (CMV000),America,Guadeloupe,,"Present, no details",Not available,16.2528827,-61.5686855
Cucumovirus CMV  (CMV000),America,Guyana,,"Present, no details",Not available,4.8417097,-58.6416891
Cucumovirus CMV  (CMV000),America,Haiti,,"Present, no details",Not available,19.1399952,-72.3570972
Cucumovirus CMV  (CMV000),America,Honduras,,"Present, no details",Not available,15.2572432,-86.0755145
Cucumovirus CMV  (CMV000),America,Jamaica,,"Present, no details",Not available,18.1850507,-77.3947693
Cucumovirus CMV  (CMV000),America,Martinique,,"Present, no details",Not available,14.6113732,-60.9620777
Cucumovirus CMV  (CMV000),America,Mexico,,"Present, no details",Not available,23.6585116,-102.0077097
Cucumovirus CMV  (CMV000),America,Montserrat,,"Present, no details",Not available,16.7417041,-62.1916844
Cucumovirus CMV  (CMV000),America,Panama,,"Present, no details",Not available,8.559559,-81.1308434
Cucumovirus CMV  (CMV000),America,Puerto Rico,,"Present, no details",Not available,18.2247706,-66.4858295
Cucumovirus CMV  (CMV000),America,Saint Vincent and the Grenadines,,"Present, no details",Not available,12.90447,-61.2765569
Cucumovirus CMV  (CMV000),America,Suriname,,"Present, no details",Not available,4.1413025,-56.0771187
Cucumovirus CMV  (CMV000),America,Trinidad and Tobago,,"Present, no details",Not available,10.7466905,-61.0840075
Cucumovirus CMV  (CMV000),America,United States of America,,"Present, widespread",Not available,39.7837304,-100.445882
Cucumovirus CMV  (CMV000),America,United States of America,Alabama,"Present, no details",Not available,33.2588817,-86.8295337
Cucumovirus CMV  (CMV000),America,United States of America,Arizona,"Present, no details",Not available,34.395342,-111.763275
Cucumovirus CMV  (CMV000),America,United States of America,Arkansas,"Present, no details",Not available,35.2048883,-92.4479108
Cucumovirus CMV  (CMV000),America,United States of America,California,"Present, no details",Not available,36.7014631,-118.755997
Cucumovirus CMV  (CMV000),America,United States of America,Connecticut,"Present, no details",Not available,41.6500201,-72.7342163
Cucumovirus CMV  (CMV000),America,United States of America,Delaware,"Present, no details",Not available,38.6920451,-75.4013315
Cucumovirus CMV  (CMV000),America,United States of America,Florida,"Present, no details",Not available,27.7567667,-81.4639835
Cucumovirus CMV  (CMV000),America,United States of America,Georgia,"Present, no details",Not available,32.3293809,-83.1137366
Cucumovirus CMV  (CMV000),America,United States of America,Hawaii,"Present, no details",Not available,19.5938015,-155.4283701
Cucumovirus CMV  (CMV000),America,United States of America,Idaho,"Present, no details",Not available,43.6447642,-114.015407
Cucumovirus CMV  (CMV000),America,United States of America,Illinois,"Present, no details",Not available,40.0796606,-89.4337288
Cucumovirus CMV  (CMV000),America,United States of America,Indiana,"Present, no details",Not available,40.3270127,-86.1746933
Cucumovirus CMV  (CMV000),America,United States of America,Iowa,"Present, no details",Not available,41.9216734,-93.3122705
Cucumovirus CMV  (CMV000),America,United States of America,Kansas,"Present, no details",Not available,38.27312,-98.5821872
Cucumovirus CMV  (CMV000),America,United States of America,Kentucky,"Present, no details",Not available,37.5726028,-85.1551411
Cucumovirus CMV  (CMV000),America,United States of America,Louisiana,"Present, no details",Not available,30.8703881,-92.007126
Cucumovirus CMV  (CMV000),America,United States of America,Maine,"Present, no details",Not available,45.709097,-68.8590201
Cucumovirus CMV  (CMV000),America,United States of America,Maryland,"Present, no details",Not available,39.5162401,-76.9382069
Cucumovirus CMV  (CMV000),America,United States of America,Massachusetts,"Present, no details",Not available,42.3788774,-72.032366
Cucumovirus CMV  (CMV000),America,United States of America,Michigan,"Present, no details",Not available,43.6211955,-84.6824346
Cucumovirus CMV  (CMV000),America,United States of America,Minnesota,"Present, no details",Not available,45.9896587,-94.6113288
Cucumovirus CMV  (CMV000),America,United States of America,Mississippi,"Present, no details",Not available,32.9715285,-89.7348497
Cucumovirus CMV  (CMV000),America,United States of America,Missouri,"Present, no details",Not available,38.7604815,-92.5617875
Cucumovirus CMV  (CMV000),America,United States of America,Montana,"Present, no details",Not available,47.3752671,-109.638757
Cucumovirus CMV  (CMV000),America,United States of America,Nebraska,"Present, no details",Not available,41.7370229,-99.5873816
Cucumovirus CMV  (CMV000),America,United States of America,New Hampshire,"Present, no details",Not available,43.4849133,-71.6553992
Cucumovirus CMV  (CMV000),America,United States of America,New Jersey,"Present, no details",Not available,40.0757384,-74.4041622
Cucumovirus CMV  (CMV000),America,United States of America,New Mexico,"Present, no details",Not available,34.5802074,-105.996047
Cucumovirus CMV  (CMV000),America,United States of America,New York,"Present, no details",Not available,40.7127281,-74.0060152
Cucumovirus CMV  (CMV000),America,United States of America,North Carolina,"Present, no details",Not available,35.6729639,-79.0392919
Cucumovirus CMV  (CMV000),America,United States of America,Ohio,"Present, no details",Not available,40.2253569,-82.6881395
Cucumovirus CMV  (CMV000),America,United States of America,Oklahoma,"Present, no details",Not available,34.9550817,-97.2684063
Cucumovirus CMV  (CMV000),America,United States of America,Oregon,"Present, no details",Not available,43.9792797,-120.737257
Cucumovirus CMV  (CMV000),America,United States of America,Pennsylvania,"Present, no details",Not available,40.9699889,-77.7278831
Cucumovirus CMV  (CMV000),America,United States of America,South Carolina,"Present, no details",Not available,33.6874388,-80.4363743
Cucumovirus CMV  (CMV000),America,United States of America,Tennessee,"Present, no details",Not available,35.7730076,-86.2820081
Cucumovirus CMV  (CMV000),America,United States of America,Texas,"Present, no details",Not available,31.2638905,-98.5456116
Cucumovirus CMV  (CMV000),America,United States of America,Utah,"Present, no details",Not available,39.4225192,-111.714358
Cucumovirus CMV  (CMV000),America,United States of America,Vermont,"Present, no details",Not available,44.5990718,-72.5002608
Cucumovirus CMV  (CMV000),America,United States of America,Virginia,"Present, no details",Not available,37.1232245,-78.4927721
Cucumovirus CMV  (CMV000),America,United States of America,Washington,"Present, no details",Not available,38.8950368,-77.0365427
Cucumovirus CMV  (CMV000),America,United States of America,Wisconsin,"Present, no details",Not available,44.4308975,-89.6884637
Cucumovirus CMV  (CMV000),America,Venezuela,,"Present, no details",Not available,8.0018709,-66.1109318
Cucumovirus CMV  (CMV000),Asia,Afghanistan,,"Present, no details",Not available,33.7680065,66.2385139
Cucumovirus CMV  (CMV000),Asia,Bangladesh,,"Present, no details",Not available,24.4769288,90.2934413
Cucumovirus CMV  (CMV000),Asia,China,,"Present, no details",Not available,35.000074,104.999927
Cucumovirus CMV  (CMV000),Asia,China,Anhui,"Present, no details",Not available,32.0,117.0
Cucumovirus CMV  (CMV000),Asia,China,Beijing,"Present, no details",Not available,39.9057136,116.3912972
Cucumovirus CMV  (CMV000),Asia,China,Chongqing,"Present, no details",Not available,29.5697328,106.5842092
Cucumovirus CMV  (CMV000),Asia,China,Fujian,"Present, no details",Not available,26.193218,118.2208721
Cucumovirus CMV  (CMV000),Asia,China,Gansu,"Present, no details",Not available,38.0000001,101.9999999
Cucumovirus CMV  (CMV000),Asia,China,Guangdong,"Present, no details",Not available,23.1357694,113.1982688
Cucumovirus CMV  (CMV000),Asia,China,Guangxi,"Present, no details",Not available,24.0,109.0
Cucumovirus CMV  (CMV000),Asia,China,Guizhou,"Present, no details",Not available,27.0,107.0
Cucumovirus CMV  (CMV000),Asia,China,Hebei,"Present, no details",Not available,39.0000001,116.0
Cucumovirus CMV  (CMV000),Asia,China,Heilongjiang,"Present, no details",Not available,48.0000047,127.999992
Cucumovirus CMV  (CMV000),Asia,China,Henan,"Present, no details",Not available,34.0000001,113.9999999
Cucumovirus CMV  (CMV000),Asia,China,Hubei,"Present, no details",Not available,39.0000001,116.0
Cucumovirus CMV  (CMV000),Asia,China,Hunan,"Present, no details",Not available,27.6662087,111.7487063
Cucumovirus CMV  (CMV000),Asia,China,Jiangsu,"Present, no details",Not available,33.0000001,119.9999999
Cucumovirus CMV  (CMV000),Asia,China,Jiangxi,"Present, no details",Not available,28.0,116.0
Cucumovirus CMV  (CMV000),Asia,China,Jilin,"Present, no details",Not available,43.7289674,126.1997366
Cucumovirus CMV  (CMV000),Asia,China,Liaoning,"Present, no details",Not available,41.2374106,122.9955469
Cucumovirus CMV  (CMV000),Asia,China,Neimenggu,"Present, no details",Not available,43.2443242,114.3251664
Cucumovirus CMV  (CMV000),Asia,China,Qinghai,"Present, no details",Not available,36.0,96.0
Cucumovirus CMV  (CMV000),Asia,China,Shaanxi,"Present, no details",Not available,35.5895959,109.3013107
Cucumovirus CMV  (CMV000),Asia,China,Shandong,"Present, no details",Not available,36.398987,118.5055691
Cucumovirus CMV  (CMV000),Asia,China,Shanxi,"Present, no details",Not available,37.0,112.0
Cucumovirus CMV  (CMV000),Asia,China,Sichuan,"Present, no details",Not available,30.5000001,102.4999999
Cucumovirus CMV  (CMV000),Asia,China,Xianggang (Hong Kong),"Present, widespread",Not available,22.2792968,114.1628907
Cucumovirus CMV  (CMV000),Asia,China,Xinjiang,"Present, no details",Not available,42.4804953,85.4633464
Cucumovirus CMV  (CMV000),Asia,China,Yunnan,"Present, no details",Not available,25.0,102.0
Cucumovirus CMV  (CMV000),Asia,China,Zhejiang,"Present, no details",Not available,29.0000001,119.9999999
Cucumovirus CMV  (CMV000),Asia,India,,"Present, no details",Not available,22.3511148,78.6677428
Cucumovirus CMV  (CMV000),Asia,India,Andhra Pradesh,"Present, no details",Not available,15.9240905,80.1863809
Cucumovirus CMV  (CMV000),Asia,India,Assam,"Present, no details",Not available,26.4073841,93.2551303
Cucumovirus CMV  (CMV000),Asia,India,Bihar,"Present, no details",Not available,25.6440845,85.906508
Cucumovirus CMV  (CMV000),Asia,India,Delhi,"Present, no details",Not available,28.6138954,77.2090057
Cucumovirus CMV  (CMV000),Asia,India,Gujarat,"Present, no details",Not available,22.3850051,71.745261
Cucumovirus CMV  (CMV000),Asia,India,Haryana,"Present, no details",Not available,29.0,76.0
Cucumovirus CMV  (CMV000),Asia,India,Himachal Pradesh,"Present, no details",Not available,31.9292352,77.1828462
Cucumovirus CMV  (CMV000),Asia,India,Karnataka,"Present, no details",Not available,14.9562045,75.7896741
Cucumovirus CMV  (CMV000),Asia,India,Kerala,"Present, no details",Not available,10.3528744,76.5120396
Cucumovirus CMV  (CMV000),Asia,India,Madhya Pradesh,"Present, no details",Not available,23.8143419,77.5340719
Cucumovirus CMV  (CMV000),Asia,India,Maharashtra,"Present, no details",Not available,19.5670323,76.4164557
Cucumovirus CMV  (CMV000),Asia,India,Manipur,"Present, no details",Not available,24.7208818,93.9229386
Cucumovirus CMV  (CMV000),Asia,India,Meghalaya,"Present, no details",Not available,25.5379432,91.2999102
Cucumovirus CMV  (CMV000),Asia,India,Nagaland,"Present, no details",Not available,26.1630556,94.5884911
Cucumovirus CMV  (CMV000),Asia,India,Odisha,"Present, no details",Not available,20.5431241,84.6897321
Cucumovirus CMV  (CMV000),Asia,India,Punjab,"Present, no details",Not available,30.9293211,75.5004841
Cucumovirus CMV  (CMV000),Asia,India,Rajasthan,"Present, no details",Not available,26.8105777,73.7684549
Cucumovirus CMV  (CMV000),Asia,India,Sikkim,"Present, no details",Not available,27.6016108,88.4550204
Cucumovirus CMV  (CMV000),Asia,India,Tamil Nadu,"Present, no details",Not available,11.3323723,78.6098639
Cucumovirus CMV  (CMV000),Asia,India,Uttar Pradesh,"Present, no details",Not available,27.1303344,80.859666
Cucumovirus CMV  (CMV000),Asia,India,West Bengal,"Present, no details",Not available,22.9964948,87.6855882
Cucumovirus CMV  (CMV000),Asia,Indonesia,,"Present, no details",Not available,-2.4833826,117.8902853
Cucumovirus CMV  (CMV000),Asia,Indonesia,Java,"Present, no details",Not available,-6.7115076,110.6337137
Cucumovirus CMV  (CMV000),Asia,"Iran, Islamic Republic of",,"Present, no details",Not available,36.2665119,59.5999861
Cucumovirus CMV  (CMV000),Asia,Iraq,,"Present, no details",Not available,33.0955793,44.1749775
Cucumovirus CMV  (CMV000),Asia,Israel,,"Present, no details",Not available,30.8124247,34.8594762
Cucumovirus CMV  (CMV000),Asia,Japan,,"Present, widespread",Not available,36.5748441,139.2394179
Cucumovirus CMV  (CMV000),Asia,Japan,Hokkaido,"Present, no details",Not available,43.4519831,142.8197834
Cucumovirus CMV  (CMV000),Asia,Japan,Honshu,"Present, no details",Not available,37.4899229,139.8356509
Cucumovirus CMV  (CMV000),Asia,Japan,Kyushu,"Present, no details",Not available,32.4821421,131.1008966
Cucumovirus CMV  (CMV000),Asia,Japan,Ryukyu Archipelago,"Present, no details",Not available,36.5748441,139.2394179
Cucumovirus CMV  (CMV000),Asia,Japan,Shikoku,"Present, no details",Not available,33.560875,133.3718857
Cucumovirus CMV  (CMV000),Asia,Jordan,,"Present, no details",Not available,31.1667049,36.941628
Cucumovirus CMV  (CMV000),Asia,Kazakhstan,,"Present, no details",Not available,48.1012954,66.7780818
Cucumovirus CMV  (CMV000),Asia,"Korea, Republic of",,"Present, no details",Not available,1.3056478,103.9042986
Cucumovirus CMV  (CMV000),Asia,Kuwait,,"Present, no details",Not available,29.2733964,47.4979476
Cucumovirus CMV  (CMV000),Asia,Kyrgyzstan,,"Present, no details",Not available,41.5089324,74.724091
Cucumovirus CMV  (CMV000),Asia,Lebanon,,"Present, no details",Not available,33.8750629,35.843409
Cucumovirus CMV  (CMV000),Asia,Malaysia,,"Present, no details",Not available,4.5693754,102.2656823
Cucumovirus CMV  (CMV000),Asia,Malaysia,Sabah,"Present, no details",Not available,5.4257359,117.0326392
Cucumovirus CMV  (CMV000),Asia,Malaysia,Sarawak,"Present, no details",Not available,2.5023855,112.9547283
Cucumovirus CMV  (CMV000),Asia,Malaysia,West,"Present, no details",Not available,5.981126,116.0746556
Cucumovirus CMV  (CMV000),Asia,Nepal,,"Present, no details",Not available,28.3780464,83.9999901
Cucumovirus CMV  (CMV000),Asia,Oman,,"Present, no details",Not available,21.0000287,57.0036901
